comp_action_id,employee_id,effective_date,action_type,previous_base_salary,new_base_salary,bonus_target_pct,equity_grant_cad,department_id,role_id
CMP-001864,EMP-00824,2026-02-21,Termination,112000,0,0,0,DPT-021,ROL-023
CMP-001865,EMP-00825,2022-09-19,Hire,163000,180000,0.2,180000,DPT-017,ROL-025
CMP-001866,EMP-00826,2024-02-26,Hire,96000,106000,0.1,21200,DPT-021,ROL-023
CMP-001867,EMP-00826,2024-08-29,Promotion,106000,126865,0.1,0,DPT-021,ROL-023
CMP-001868,EMP-00826,2025-02-27,Annual Adjustment,106000,111022,0.1,0,DPT-021,ROL-023
CMP-001869,EMP-00826,2026-02-28,Annual Adjustment,106000,110409,0.1,0,DPT-021,ROL-023
CMP-001870,EMP-00827,2025-03-27,Hire,153000,173000,0.1,86500,DPT-002,ROL-004
CMP-001871,EMP-00827,2026-05-08,Promotion,173000,204031,0.1,0,DPT-002,ROL-004
CMP-001872,EMP-00828,2024-08-26,Hire,124000,135000,0.1,27000,DPT-001,ROL-003
CMP-001873,EMP-00828,2025-10-15,Promotion,135000,150447,0.1,0,DPT-001,ROL-003
CMP-001874,EMP-00829,2024-09-05,Hire,156000,173000,0.1,34600,DPT-009,ROL-009
CMP-001875,EMP-00829,2025-10-10,Equity Refresh,173000,173000,0.1,33703,DPT-009,ROL-009
CMP-001876,EMP-00830,2023-08-07,Hire,122000,141000,0.1,28200,DPT-021,ROL-024
CMP-001877,EMP-00831,2020-08-18,Hire,115000,135000,0.1,27000,DPT-012,ROL-014
CMP-001878,EMP-00831,2021-06-29,Annual Adjustment,135000,138485,0.1,0,DPT-012,ROL-014
CMP-001879,EMP-00831,2022-02-24,Annual Adjustment,135000,140338,0.1,0,DPT-012,ROL-014
CMP-001880,EMP-00831,2022-11-04,Annual Adjustment,135000,142572,0.1,0,DPT-012,ROL-014
CMP-001881,EMP-00832,2024-05-02,Hire,113000,128000,0.1,25600,DPT-007,ROL-003
CMP-001882,EMP-00832,2025-05-27,Equity Refresh,128000,128000,0.1,37048,DPT-007,ROL-003
CMP-001883,EMP-00833,2022-07-20,Hire,195000,214000,0.2,214000,DPT-002,ROL-029
CMP-001884,EMP-00833,2023-06-30,Termination,214000,0,0,0,DPT-002,ROL-029
CMP-001885,EMP-00834,2020-10-21,Hire,161000,182000,0.2,182000,DPT-007,ROL-025
CMP-001886,EMP-00834,2021-09-24,Annual Adjustment,182000,189114,0.2,0,DPT-007,ROL-025
CMP-001887,EMP-00834,2022-05-27,Termination,182000,0,0,0,DPT-007,ROL-025
CMP-001888,EMP-00835,2025-04-10,Hire,164000,179000,0.2,179000,DPT-019,ROL-025
CMP-001889,EMP-00835,2026-05-09,Annual Adjustment,179000,189438,0.2,0,DPT-019,ROL-025
CMP-001890,EMP-00836,2024-01-23,Hire,118000,136000,0.1,27200,DPT-009,ROL-021
CMP-001891,EMP-00837,2024-03-01,Hire,149000,165000,0.1,82500,DPT-004,ROL-004
CMP-001892,EMP-00838,2024-03-04,Hire,177000,202000,0.2,202000,DPT-003,ROL-030
CMP-001893,EMP-00838,2024-11-27,Annual Adjustment,202000,206613,0.2,0,DPT-003,ROL-030
CMP-001894,EMP-00838,2025-08-10,Promotion,202000,223674,0.2,0,DPT-003,ROL-030
CMP-001895,EMP-00839,2025-05-31,Hire,78000,86000,0.1,17200,DPT-021,ROL-022
CMP-001896,EMP-00840,2020-11-08,Hire,120000,139000,0.1,27800,DPT-026,ROL-024
CMP-001897,EMP-00840,2024-07-30,Termination,139000,0,0,0,DPT-026,ROL-024
CMP-001898,EMP-00841,2023-02-10,Hire,182000,204000,0.2,204000,DPT-001,ROL-030
CMP-001899,EMP-00841,2024-02-08,Promotion,204000,240812,0.2,0,DPT-001,ROL-030
CMP-001900,EMP-00841,2025-11-04,Termination,204000,0,0,0,DPT-001,ROL-030
CMP-001901,EMP-00842,2025-09-25,Hire,146000,161000,0.1,80500,DPT-001,ROL-004
CMP-001902,EMP-00843,2023-12-13,Hire,117000,133000,0.1,26600,DPT-005,ROL-003
CMP-001903,EMP-00843,2025-10-27,Termination,133000,0,0,0,DPT-005,ROL-003
CMP-001904,EMP-00844,2026-04-25,Hire,151000,166000,0.1,83000,DPT-001,ROL-004
CMP-001905,EMP-00845,2022-08-29,Hire,93000,104000,0.1,20800,DPT-004,ROL-002
CMP-001906,EMP-00845,2023-09-27,Promotion,104000,119918,0.1,0,DPT-004,ROL-002
CMP-001907,EMP-00845,2024-03-10,Termination,104000,0,0,0,DPT-004,ROL-002
CMP-001908,EMP-00846,2021-12-21,Hire,210000,238000,0.2,238000,DPT-006,ROL-028
CMP-001909,EMP-00846,2023-02-09,Annual Adjustment,238000,244636,0.2,0,DPT-006,ROL-028
CMP-001910,EMP-00846,2023-11-15,Annual Adjustment,238000,251980,0.2,0,DPT-006,ROL-028
CMP-001911,EMP-00846,2024-06-16,Annual Adjustment,238000,245065,0.2,0,DPT-006,ROL-028
CMP-001912,EMP-00847,2024-03-06,Hire,182000,212000,0.2,212000,DPT-017,ROL-029
CMP-001913,EMP-00847,2025-02-25,Annual Adjustment,212000,224012,0.2,0,DPT-017,ROL-029
CMP-001914,EMP-00848,2025-06-13,Hire,97000,107000,0.1,21400,DPT-006,ROL-002
CMP-001915,EMP-00849,2025-12-05,Hire,166000,184000,0.2,184000,DPT-016,ROL-031
CMP-001916,EMP-00850,2024-08-02,Hire,159000,184000,0.2,184000,DPT-012,ROL-025
CMP-001917,EMP-00850,2025-04-30,Termination,184000,0,0,0,DPT-012,ROL-025
CMP-001918,EMP-00851,2020-08-17,Hire,155000,171000,0.1,34200,DPT-009,ROL-009
CMP-001919,EMP-00851,2021-07-29,Promotion,171000,207256,0.1,0,DPT-009,ROL-009
CMP-001920,EMP-00852,2025-04-18,Hire,93000,106000,0.1,21200,DPT-021,ROL-023
CMP-001921,EMP-00853,2022-10-29,Hire,113000,126000,0.1,25200,DPT-008,ROL-003
CMP-001922,EMP-00853,2023-10-02,Annual Adjustment,126000,130375,0.1,0,DPT-008,ROL-003
CMP-001923,EMP-00853,2026-05-08,Termination,126000,0,0,0,DPT-008,ROL-003
CMP-001924,EMP-00854,2023-03-26,Hire,95000,105000,0.1,21000,DPT-023,ROL-023
CMP-001925,EMP-00854,2024-03-13,Annual Adjustment,105000,108703,0.1,0,DPT-023,ROL-023
CMP-001926,EMP-00854,2024-08-28,Termination,105000,0,0,0,DPT-023,ROL-023
CMP-001927,EMP-00855,2023-02-02,Hire,76000,85000,0.1,17000,DPT-002,ROL-001
CMP-001928,EMP-00855,2023-08-26,Annual Adjustment,85000,88369,0.1,0,DPT-002,ROL-001
CMP-001929,EMP-00855,2024-06-15,Annual Adjustment,85000,88945,0.1,0,DPT-002,ROL-001
CMP-001930,EMP-00856,2025-11-14,Hire,97000,108000,0.1,21600,DPT-004,ROL-002
CMP-001931,EMP-00857,2022-06-04,Hire,181000,202000,0.1,101000,DPT-004,ROL-005
CMP-001932,EMP-00858,2025-02-09,Hire,111000,123000,0.1,24600,DPT-020,ROL-017
CMP-001933,EMP-00858,2026-01-30,Annual Adjustment,123000,126420,0.1,0,DPT-020,ROL-017
CMP-001934,EMP-00859,2024-03-06,Hire,97000,107000,0.1,21400,DPT-009,ROL-020
CMP-001935,EMP-00859,2025-03-09,Annual Adjustment,107000,110580,0.1,0,DPT-009,ROL-020
CMP-001936,EMP-00859,2026-01-07,Annual Adjustment,107000,109311,0.1,0,DPT-009,ROL-020
CMP-001937,EMP-00860,2023-03-23,Hire,120000,138000,0.1,27600,DPT-023,ROL-024
CMP-001938,EMP-00860,2023-12-23,Equity Refresh,138000,138000,0.1,19890,DPT-023,ROL-024
CMP-001939,EMP-00860,2024-08-09,Annual Adjustment,138000,144891,0.1,0,DPT-023,ROL-024
CMP-001940,EMP-00860,2025-09-15,Annual Adjustment,138000,142743,0.1,0,DPT-023,ROL-024
CMP-001941,EMP-00861,2024-11-06,Hire,88000,102000,0.1,20400,DPT-011,ROL-013
CMP-001942,EMP-00861,2025-06-23,Annual Adjustment,102000,104991,0.1,0,DPT-011,ROL-013
CMP-001943,EMP-00862,2025-05-12,Hire,160000,178000,0.2,178000,DPT-016,ROL-025
CMP-001944,EMP-00862,2025-12-19,Equity Refresh,178000,178000,0.2,208444,DPT-016,ROL-025
CMP-001945,EMP-00863,2024-03-06,Hire,92000,103000,0.1,20600,DPT-001,ROL-002
CMP-001946,EMP-00863,2024-10-21,Annual Adjustment,103000,107307,0.1,0,DPT-001,ROL-002
CMP-001947,EMP-00863,2025-07-17,Annual Adjustment,103000,108743,0.1,0,DPT-001,ROL-002
CMP-001948,EMP-00864,2025-04-04,Hire,101000,111000,0.1,22200,DPT-023,ROL-023
CMP-001949,EMP-00864,2025-12-14,Equity Refresh,111000,111000,0.1,12586,DPT-023,ROL-023
CMP-001950,EMP-00865,2020-09-07,Hire,178000,197000,0.1,98500,DPT-006,ROL-005
CMP-001951,EMP-00865,2023-09-18,Termination,197000,0,0,0,DPT-006,ROL-005
CMP-001952,EMP-00866,2023-01-02,Hire,69000,78000,0.1,15600,DPT-020,ROL-019
CMP-001953,EMP-00867,2022-05-23,Hire,109000,123000,0.1,24600,DPT-003,ROL-003
CMP-001954,EMP-00867,2022-12-12,Annual Adjustment,123000,128624,0.1,0,DPT-003,ROL-003
CMP-001955,EMP-00868,2025-03-03,Hire,100000,113000,0.1,22600,DPT-023,ROL-023
CMP-001956,EMP-00868,2026-04-07,Equity Refresh,113000,113000,0.1,26794,DPT-023,ROL-023
CMP-001957,EMP-00869,2025-08-18,Hire,171000,198000,0.2,198000,DPT-003,ROL-030
CMP-001958,EMP-00869,2026-05-13,Annual Adjustment,198000,208299,0.2,0,DPT-003,ROL-030
CMP-001959,EMP-00870,2022-08-12,Hire,82000,92000,0.1,18400,DPT-016,ROL-016
CMP-001960,EMP-00870,2023-08-09,Annual Adjustment,92000,96462,0.1,0,DPT-016,ROL-016
CMP-001961,EMP-00870,2024-06-06,Annual Adjustment,92000,94247,0.1,0,DPT-016,ROL-016
CMP-001962,EMP-00870,2025-02-17,Annual Adjustment,92000,94581,0.1,0,DPT-016,ROL-016
CMP-001963,EMP-00871,2025-11-19,Hire,77000,87000,0.1,17400,DPT-016,ROL-016
CMP-001964,EMP-00872,2023-09-23,Hire,95000,110000,0.1,22000,DPT-013,ROL-013
CMP-001965,EMP-00872,2024-07-28,Promotion,110000,128873,0.1,0,DPT-013,ROL-013
CMP-001966,EMP-00872,2024-12-16,Termination,110000,0,0,0,DPT-013,ROL-013
CMP-001967,EMP-00873,2023-03-23,Hire,186000,203000,0.2,203000,DPT-001,ROL-029
CMP-001968,EMP-00873,2024-01-16,Annual Adjustment,203000,210617,0.2,0,DPT-001,ROL-029
CMP-001969,EMP-00873,2024-08-09,Annual Adjustment,203000,213493,0.2,0,DPT-001,ROL-029
CMP-001970,EMP-00873,2025-07-11,Termination,203000,0,0,0,DPT-001,ROL-029
CMP-001971,EMP-00874,2025-05-21,Hire,140000,160000,0.1,80000,DPT-006,ROL-004
CMP-001972,EMP-00874,2026-05-21,Promotion,160000,185694,0.1,0,DPT-006,ROL-004
CMP-001973,EMP-00875,2022-07-24,Hire,73000,79000,0.1,15800,DPT-023,ROL-022
CMP-001974,EMP-00875,2023-07-14,Equity Refresh,79000,79000,0.1,16411,DPT-023,ROL-022
CMP-001975,EMP-00876,2022-11-25,Hire,261000,288000,0.2,288000,DPT-002,ROL-034
CMP-001976,EMP-00876,2023-08-01,Annual Adjustment,288000,303598,0.2,0,DPT-002,ROL-034
CMP-001977,EMP-00876,2024-08-04,Termination,288000,0,0,0,DPT-002,ROL-034
CMP-001978,EMP-00877,2024-06-14,Hire,116000,127000,0.1,25400,DPT-005,ROL-003
CMP-001979,EMP-00878,2024-05-27,Hire,68000,78000,0.1,15600,DPT-013,ROL-010
CMP-001980,EMP-00879,2024-05-17,Hire,118000,133000,0.1,26600,DPT-006,ROL-003
CMP-001981,EMP-00879,2025-01-15,Equity Refresh,133000,133000,0.1,27652,DPT-006,ROL-003
CMP-001982,EMP-00880,2024-12-07,Hire,84000,93000,0.1,18600,DPT-005,ROL-001
CMP-001983,EMP-00880,2025-10-10,Equity Refresh,93000,93000,0.1,22858,DPT-005,ROL-001
CMP-001984,EMP-00881,2024-10-18,Hire,117000,130000,0.1,26000,DPT-007,ROL-003
CMP-001985,EMP-00881,2025-10-22,Annual Adjustment,130000,134314,0.1,0,DPT-007,ROL-003
CMP-001986,EMP-00881,2026-05-15,Annual Adjustment,130000,136657,0.1,0,DPT-007,ROL-003
CMP-001987,EMP-00882,2024-03-09,Hire,74000,85000,0.1,17000,DPT-005,ROL-001
CMP-001988,EMP-00882,2024-12-06,Annual Adjustment,85000,87137,0.1,0,DPT-005,ROL-001
CMP-001989,EMP-00882,2025-08-21,Annual Adjustment,85000,89047,0.1,0,DPT-005,ROL-001
CMP-001990,EMP-00883,2023-09-08,Hire,94000,105000,0.1,21000,DPT-023,ROL-023
CMP-001991,EMP-00883,2024-05-10,Promotion,105000,121204,0.1,0,DPT-023,ROL-023
CMP-001992,EMP-00883,2025-10-03,Termination,105000,0,0,0,DPT-023,ROL-023
CMP-001993,EMP-00884,2023-09-19,Hire,177000,198000,0.2,198000,DPT-010,ROL-030
CMP-001994,EMP-00884,2024-06-04,Equity Refresh,198000,198000,0.2,208135,DPT-010,ROL-030
CMP-001995,EMP-00885,2023-12-15,Hire,80000,89000,0.1,17800,DPT-016,ROL-016
CMP-001996,EMP-00885,2024-12-08,Promotion,89000,105199,0.1,0,DPT-016,ROL-016
CMP-001997,EMP-00885,2025-07-14,Annual Adjustment,89000,92759,0.1,0,DPT-016,ROL-016
CMP-001998,EMP-00886,2025-08-30,Hire,112000,129000,0.1,25800,DPT-008,ROL-003
CMP-001999,EMP-00887,2021-08-30,Hire,183000,203000,0.1,101500,DPT-002,ROL-005
CMP-002000,EMP-00887,2022-04-15,Equity Refresh,203000,203000,0.1,129658,DPT-002,ROL-005
CMP-002001,EMP-00887,2025-11-20,Termination,203000,0,0,0,DPT-002,ROL-005
CMP-002002,EMP-00888,2025-05-08,Hire,97000,107000,0.1,21400,DPT-002,ROL-002
CMP-002003,EMP-00888,2026-03-07,Annual Adjustment,107000,113276,0.1,0,DPT-002,ROL-002
CMP-002004,EMP-00889,2023-11-28,Hire,67000,76000,0.1,15200,DPT-018,ROL-015
CMP-002005,EMP-00889,2024-12-21,Annual Adjustment,76000,78239,0.1,0,DPT-018,ROL-015
CMP-002006,EMP-00889,2026-01-05,Annual Adjustment,76000,79157,0.1,0,DPT-018,ROL-015
CMP-002007,EMP-00890,2022-11-29,Hire,73000,83000,0.1,16600,DPT-006,ROL-001
CMP-002008,EMP-00890,2023-12-28,Equity Refresh,83000,83000,0.1,10452,DPT-006,ROL-001
CMP-002009,EMP-00891,2025-12-23,Hire,149000,173000,0.1,86500,DPT-001,ROL-004
CMP-002010,EMP-00892,2022-01-30,Hire,118000,138000,0.1,27600,DPT-011,ROL-012
CMP-002011,EMP-00892,2022-11-01,Annual Adjustment,138000,145627,0.1,0,DPT-011,ROL-012
CMP-002012,EMP-00892,2023-07-28,Promotion,138000,165820,0.1,0,DPT-011,ROL-012
CMP-002013,EMP-00893,2022-08-02,Hire,64000,71000,0.1,14200,DPT-020,ROL-015
CMP-002014,EMP-00893,2023-05-10,Annual Adjustment,71000,73971,0.1,0,DPT-020,ROL-015
CMP-002015,EMP-00894,2023-02-02,Hire,98000,108000,0.1,21600,DPT-026,ROL-023
CMP-002016,EMP-00894,2023-11-23,Equity Refresh,108000,108000,0.1,21033,DPT-026,ROL-023
CMP-002017,EMP-00894,2024-09-19,Annual Adjustment,108000,112347,0.1,0,DPT-026,ROL-023
CMP-002018,EMP-00894,2025-08-04,Annual Adjustment,108000,110455,0.1,0,DPT-026,ROL-023
CMP-002019,EMP-00895,2023-05-04,Hire,92000,105000,0.1,21000,DPT-012,ROL-013
CMP-002020,EMP-00895,2024-03-09,Annual Adjustment,105000,107408,0.1,0,DPT-012,ROL-013
CMP-002021,EMP-00895,2025-01-30,Promotion,105000,127324,0.1,0,DPT-012,ROL-013
CMP-002022,EMP-00895,2025-09-13,Annual Adjustment,105000,108861,0.1,0,DPT-012,ROL-013
CMP-002023,EMP-00896,2025-09-16,Hire,118000,130000,0.1,26000,DPT-011,ROL-012
CMP-002024,EMP-00897,2023-10-28,Hire,75000,84000,0.1,16800,DPT-024,ROL-022
CMP-002025,EMP-00898,2022-10-06,Hire,206000,239000,0.2,239000,DPT-007,ROL-028
CMP-002026,EMP-00898,2023-07-30,Annual Adjustment,239000,243950,0.2,0,DPT-007,ROL-028
CMP-002027,EMP-00899,2024-09-15,Hire,76000,87000,0.1,17400,DPT-006,ROL-001
CMP-002028,EMP-00899,2025-06-29,Promotion,87000,101293,0.1,0,DPT-006,ROL-001
CMP-002029,EMP-00900,2026-05-09,Hire,113000,130000,0.1,26000,DPT-011,ROL-012
CMP-002030,EMP-00901,2025-12-15,Hire,148000,164000,0.1,82000,DPT-002,ROL-004
CMP-002031,EMP-00902,2025-07-08,Hire,141000,165000,0.1,82500,DPT-007,ROL-004
CMP-002032,EMP-00902,2026-02-02,Annual Adjustment,165000,174520,0.1,0,DPT-007,ROL-004
CMP-002033,EMP-00903,2023-09-26,Hire,121000,141000,0.1,28200,DPT-009,ROL-021
CMP-002034,EMP-00903,2024-07-14,Annual Adjustment,141000,147374,0.1,0,DPT-009,ROL-021
CMP-002035,EMP-00903,2025-03-09,Equity Refresh,141000,141000,0.1,27017,DPT-009,ROL-021
CMP-002036,EMP-00904,2022-08-19,Hire,150000,173000,0.1,86500,DPT-001,ROL-004
CMP-002037,EMP-00904,2023-08-27,Promotion,173000,200829,0.1,0,DPT-001,ROL-004
CMP-002038,EMP-00904,2025-10-16,Termination,173000,0,0,0,DPT-001,ROL-004
CMP-002039,EMP-00905,2024-02-25,Hire,89000,102000,0.1,20400,DPT-003,ROL-002
CMP-002040,EMP-00906,2024-03-02,Hire,66000,78000,0.1,15600,DPT-011,ROL-010
CMP-002041,EMP-00906,2025-01-16,Annual Adjustment,78000,80323,0.1,0,DPT-011,ROL-010
CMP-002042,EMP-00906,2025-08-31,Termination,78000,0,0,0,DPT-011,ROL-010
CMP-002043,EMP-00907,2026-03-03,Hire,165000,184000,0.2,184000,DPT-002,ROL-025
CMP-002044,EMP-00908,2023-12-28,Hire,95000,111000,0.1,22200,DPT-005,ROL-002
CMP-002045,EMP-00909,2024-10-09,Hire,72000,84000,0.1,16800,DPT-026,ROL-022
CMP-002046,EMP-00909,2025-06-19,Promotion,84000,101599,0.1,0,DPT-026,ROL-022
CMP-002047,EMP-00909,2025-12-22,Annual Adjustment,84000,86062,0.1,0,DPT-026,ROL-022
CMP-002048,EMP-00910,2021-10-19,Hire,141000,165000,0.1,82500,DPT-006,ROL-004
CMP-002049,EMP-00910,2022-12-04,Equity Refresh,165000,165000,0.1,89721,DPT-006,ROL-004
CMP-002050,EMP-00910,2023-07-27,Equity Refresh,165000,165000,0.1,112387,DPT-006,ROL-004
CMP-002051,EMP-00911,2024-09-27,Hire,66000,72000,0.1,14400,DPT-017,ROL-015
CMP-002052,EMP-00911,2025-07-11,Promotion,72000,82814,0.1,0,DPT-017,ROL-015
CMP-002053,EMP-00911,2026-04-04,Equity Refresh,72000,72000,0.1,17130,DPT-017,ROL-015
CMP-002054,EMP-00912,2021-06-01,Hire,141000,159000,0.1,79500,DPT-007,ROL-004
CMP-002055,EMP-00912,2022-05-07,Annual Adjustment,159000,164197,0.1,0,DPT-007,ROL-004
CMP-002056,EMP-00913,2025-04-09,Hire,97000,109000,0.1,21800,DPT-012,ROL-013
CMP-002057,EMP-00913,2026-03-28,Equity Refresh,109000,109000,0.1,15752,DPT-012,ROL-013
CMP-002058,EMP-00914,2023-10-07,Hire,113000,127000,0.1,25400,DPT-005,ROL-003
CMP-002059,EMP-00914,2024-04-28,Annual Adjustment,127000,131887,0.1,0,DPT-005,ROL-003
CMP-002060,EMP-00915,2021-12-15,Hire,195000,215000,0.2,215000,DPT-001,ROL-026
CMP-002061,EMP-00915,2022-11-11,Annual Adjustment,215000,220282,0.2,0,DPT-001,ROL-026
CMP-002062,EMP-00915,2023-09-15,Equity Refresh,215000,215000,0.2,169312,DPT-001,ROL-026
CMP-002063,EMP-00915,2024-06-14,Promotion,215000,254274,0.2,0,DPT-001,ROL-026
CMP-002064,EMP-00916,2021-10-10,Hire,140000,164000,0.1,82000,DPT-001,ROL-004
CMP-002065,EMP-00916,2022-06-30,Annual Adjustment,164000,169839,0.1,0,DPT-001,ROL-004
CMP-002066,EMP-00916,2023-01-05,Annual Adjustment,164000,173341,0.1,0,DPT-001,ROL-004
CMP-002067,EMP-00917,2025-06-01,Hire,89000,101000,0.1,20200,DPT-012,ROL-011
CMP-002068,EMP-00917,2026-02-09,Annual Adjustment,101000,106633,0.1,0,DPT-012,ROL-011
CMP-002069,EMP-00918,2022-07-01,Hire,90000,103000,0.1,20600,DPT-021,ROL-023
CMP-002070,EMP-00918,2023-03-21,Promotion,103000,120123,0.1,0,DPT-021,ROL-023
CMP-002071,EMP-00918,2023-12-23,Promotion,103000,122992,0.1,0,DPT-021,ROL-023
CMP-002072,EMP-00919,2023-07-25,Hire,95000,111000,0.1,22200,DPT-001,ROL-002
CMP-002073,EMP-00919,2024-07-01,Annual Adjustment,111000,116580,0.1,0,DPT-001,ROL-002
CMP-002074,EMP-00919,2025-03-18,Equity Refresh,111000,111000,0.1,27752,DPT-001,ROL-002
CMP-002075,EMP-00919,2025-10-15,Annual Adjustment,111000,113257,0.1,0,DPT-001,ROL-002
CMP-002076,EMP-00920,2025-02-17,Hire,121000,141000,0.1,28200,DPT-026,ROL-024
CMP-002077,EMP-00920,2025-09-06,Annual Adjustment,141000,147553,0.1,0,DPT-026,ROL-024
CMP-002078,EMP-00921,2022-11-18,Hire,97000,112000,0.1,22400,DPT-016,ROL-017
CMP-002079,EMP-00921,2023-09-14,Promotion,112000,136523,0.1,0,DPT-016,ROL-017
CMP-002080,EMP-00921,2024-07-01,Annual Adjustment,112000,118185,0.1,0,DPT-016,ROL-017
CMP-002081,EMP-00921,2026-04-28,Termination,112000,0,0,0,DPT-016,ROL-017
CMP-002082,EMP-00922,2021-12-22,Hire,134000,148000,0.1,29600,DPT-026,ROL-024
CMP-002083,EMP-00922,2023-01-08,Annual Adjustment,148000,151422,0.1,0,DPT-026,ROL-024
CMP-002084,EMP-00922,2024-02-08,Annual Adjustment,148000,155305,0.1,0,DPT-026,ROL-024
CMP-002085,EMP-00922,2024-10-14,Annual Adjustment,148000,155107,0.1,0,DPT-026,ROL-024
CMP-002086,EMP-00923,2024-04-04,Hire,120000,134000,0.1,26800,DPT-008,ROL-003
CMP-002087,EMP-00924,2023-08-10,Hire,110000,125000,0.1,25000,DPT-013,ROL-014
CMP-002088,EMP-00924,2024-02-20,Promotion,125000,141851,0.1,0,DPT-013,ROL-014
CMP-002089,EMP-00924,2025-02-21,Promotion,125000,139806,0.1,0,DPT-013,ROL-014
CMP-002090,EMP-00924,2025-11-02,Annual Adjustment,125000,131184,0.1,0,DPT-013,ROL-014
CMP-002091,EMP-00925,2024-11-06,Hire,72000,84000,0.1,16800,DPT-001,ROL-001
CMP-002092,EMP-00925,2025-07-27,Equity Refresh,84000,84000,0.1,17184,DPT-001,ROL-001
CMP-002093,EMP-00926,2024-11-22,Hire,92000,102000,0.1,20400,DPT-013,ROL-013
CMP-002094,EMP-00926,2025-09-14,Annual Adjustment,102000,106052,0.1,0,DPT-013,ROL-013
CMP-002095,EMP-00926,2026-05-08,Annual Adjustment,102000,107974,0.1,0,DPT-013,ROL-013
CMP-002096,EMP-00927,2024-11-23,Hire,143000,162000,0.1,81000,DPT-004,ROL-004
CMP-002097,EMP-00927,2025-08-17,Annual Adjustment,162000,169434,0.1,0,DPT-004,ROL-004
CMP-002098,EMP-00928,2023-03-09,Hire,92000,104000,0.1,20800,DPT-021,ROL-023
CMP-002099,EMP-00928,2024-01-29,Promotion,104000,124156,0.1,0,DPT-021,ROL-023
CMP-002100,EMP-00928,2025-03-02,Termination,104000,0,0,0,DPT-021,ROL-023
CMP-002101,EMP-00929,2025-06-27,Hire,88000,101000,0.1,20200,DPT-012,ROL-011
CMP-002102,EMP-00929,2026-01-27,Annual Adjustment,101000,103687,0.1,0,DPT-012,ROL-011
CMP-002103,EMP-00930,2023-12-13,Hire,69000,78000,0.1,15600,DPT-020,ROL-019
CMP-002104,EMP-00930,2024-11-13,Annual Adjustment,78000,80847,0.1,0,DPT-020,ROL-019
CMP-002105,EMP-00930,2025-08-11,Equity Refresh,78000,78000,0.1,20517,DPT-020,ROL-019
CMP-002106,EMP-00931,2021-09-04,Hire,216000,244000,0.2,244000,DPT-001,ROL-028
CMP-002107,EMP-00931,2022-05-28,Annual Adjustment,244000,254283,0.2,0,DPT-001,ROL-028
CMP-002108,EMP-00932,2026-03-11,Hire,226000,258000,0.2,258000,DPT-020,ROL-027
CMP-002109,EMP-00933,2025-06-15,Hire,76000,84000,0.1,16800,DPT-023,ROL-022
CMP-002110,EMP-00933,2026-02-20,Annual Adjustment,84000,87774,0.1,0,DPT-023,ROL-022
CMP-002111,EMP-00934,2024-07-05,Hire,101000,111000,0.1,22200,DPT-017,ROL-017
CMP-002112,EMP-00934,2025-08-01,Annual Adjustment,111000,116337,0.1,0,DPT-017,ROL-017
CMP-002113,EMP-00935,2024-04-21,Hire,70000,80000,0.1,16000,DPT-020,ROL-019
CMP-002114,EMP-00935,2024-10-25,Annual Adjustment,80000,83412,0.1,0,DPT-020,ROL-019
CMP-002115,EMP-00935,2025-08-06,Annual Adjustment,80000,83658,0.1,0,DPT-020,ROL-019
CMP-002116,EMP-00936,2022-10-22,Hire,263000,292000,0.2,292000,DPT-003,ROL-034
CMP-002117,EMP-00937,2023-12-29,Hire,80000,91000,0.1,18200,DPT-003,ROL-001
CMP-002118,EMP-00937,2024-12-28,Promotion,91000,104974,0.1,0,DPT-003,ROL-001
CMP-002119,EMP-00938,2024-03-07,Hire,86000,96000,0.1,19200,DPT-016,ROL-016
CMP-002120,EMP-00938,2025-01-24,Promotion,96000,115466,0.1,0,DPT-016,ROL-016
CMP-002121,EMP-00938,2025-08-25,Termination,96000,0,0,0,DPT-016,ROL-016
CMP-002122,EMP-00939,2020-07-04,Hire,183000,208000,0.2,208000,DPT-001,ROL-029
CMP-002123,EMP-00939,2021-08-26,Annual Adjustment,208000,214422,0.2,0,DPT-001,ROL-029
CMP-002124,EMP-00939,2022-05-15,Annual Adjustment,208000,216879,0.2,0,DPT-001,ROL-029
CMP-002125,EMP-00939,2025-12-17,Termination,208000,0,0,0,DPT-001,ROL-029
CMP-002126,EMP-00940,2025-07-20,Hire,147000,166000,0.1,83000,DPT-004,ROL-004
CMP-002127,EMP-00941,2024-02-10,Hire,77000,85000,0.1,17000,DPT-001,ROL-001
CMP-002128,EMP-00941,2024-12-03,Annual Adjustment,85000,89165,0.1,0,DPT-001,ROL-001
CMP-002129,EMP-00941,2025-11-11,Annual Adjustment,85000,88182,0.1,0,DPT-001,ROL-001
CMP-002130,EMP-00942,2023-11-21,Hire,180000,200000,0.2,200000,DPT-012,ROL-031
CMP-002131,EMP-00942,2024-09-08,Equity Refresh,200000,200000,0.2,161661,DPT-012,ROL-031
CMP-002132,EMP-00942,2025-03-27,Annual Adjustment,200000,206963,0.2,0,DPT-012,ROL-031
CMP-002133,EMP-00943,2026-04-22,Hire,152000,178000,0.1,35600,DPT-010,ROL-009
CMP-002134,EMP-00944,2021-08-25,Hire,171000,191000,0.2,191000,DPT-007,ROL-025
CMP-002135,EMP-00945,2024-10-22,Hire,122000,134000,0.1,26800,DPT-001,ROL-003
