training_record_id,employee_id,course_id,course_name,regulator,is_mandatory,due_date,completion_date,status,days_overdue,department_id,location_id
TRC-007200,EMP-00926,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-04-06,2025-02-28,Completed,0,DPT-013,LOC-003
TRC-007201,EMP-00926,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2026-05-14,2026-04-30,Completed,0,DPT-013,LOC-003
TRC-007202,EMP-00927,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-02-18,2026-01-15,Completed,0,DPT-004,LOC-001
TRC-007203,EMP-00927,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-11-09,2025-10-16,Completed,0,DPT-004,LOC-001
TRC-007204,EMP-00927,TRN-003,Code of Conduct & Ethics,Internal,Yes,2026-04-30,2026-04-08,Completed,0,DPT-004,LOC-001
TRC-007205,EMP-00927,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2024-11-21,2024-12-22,Completed,0,DPT-004,LOC-001
TRC-007206,EMP-00927,TRN-005,Insider Trading Policy,Internal,Yes,2026-02-14,2026-02-11,Completed,0,DPT-004,LOC-001
TRC-007207,EMP-00927,TRN-006,Cyber Security Awareness,Internal,Yes,2026-05-05,2026-04-14,Completed,0,DPT-004,LOC-001
TRC-007208,EMP-00927,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-12-26,2025-11-28,Completed,0,DPT-004,LOC-001
TRC-007209,EMP-00927,TRN-008,Workplace Respect & Harassment,Internal,Yes,2024-07-03,2025-01-07,Completed,0,DPT-004,LOC-001
TRC-007210,EMP-00927,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-12-20,,Overdue,155,DPT-004,LOC-001
TRC-007211,EMP-00927,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,,Upcoming,0,DPT-004,LOC-001
TRC-007212,EMP-00929,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-05-02,2026-04-20,Completed,0,DPT-012,LOC-006
TRC-007213,EMP-00929,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-06-13,2025-07-29,Completed,0,DPT-012,LOC-006
TRC-007214,EMP-00929,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-05-31,2025-07-12,Completed,0,DPT-012,LOC-006
TRC-007215,EMP-00929,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-03-21,2025-07-09,Completed,0,DPT-012,LOC-006
TRC-007216,EMP-00929,TRN-005,Insider Trading Policy,Internal,Yes,2026-02-26,2026-01-15,Completed,0,DPT-012,LOC-006
TRC-007217,EMP-00929,TRN-006,Cyber Security Awareness,Internal,Yes,2025-12-11,2025-12-04,Completed,0,DPT-012,LOC-006
TRC-007218,EMP-00929,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2024-11-09,2025-07-27,Completed,0,DPT-012,LOC-006
TRC-007219,EMP-00929,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-07-23,2025-07-03,Completed,0,DPT-012,LOC-006
TRC-007220,EMP-00929,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-10-04,2025-09-12,Completed,0,DPT-012,LOC-006
TRC-007221,EMP-00929,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,2026-10-17,Completed,0,DPT-012,LOC-006
TRC-007222,EMP-00930,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-04-10,2026-03-10,Completed,0,DPT-020,LOC-001
TRC-007223,EMP-00930,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-11-24,2025-11-02,Completed,0,DPT-020,LOC-001
TRC-007224,EMP-00930,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-07-04,2025-06-17,Completed,0,DPT-020,LOC-001
TRC-007225,EMP-00930,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-09-23,2025-09-01,Completed,0,DPT-020,LOC-001
TRC-007226,EMP-00930,TRN-005,Insider Trading Policy,Internal,Yes,2025-10-06,2025-08-23,Completed,0,DPT-020,LOC-001
TRC-007227,EMP-00930,TRN-006,Cyber Security Awareness,Internal,Yes,2026-01-07,2025-12-24,Completed,0,DPT-020,LOC-001
TRC-007228,EMP-00930,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2024-09-23,2024-08-26,Completed,0,DPT-020,LOC-001
TRC-007229,EMP-00930,TRN-008,Workplace Respect & Harassment,Internal,Yes,2024-07-01,2024-05-18,Completed,0,DPT-020,LOC-001
TRC-007230,EMP-00930,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-06-06,2025-05-31,Completed,0,DPT-020,LOC-001
TRC-007231,EMP-00930,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,,Upcoming,0,DPT-020,LOC-001
TRC-007232,EMP-00931,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-04-04,2026-02-20,Completed,0,DPT-001,LOC-001
TRC-007233,EMP-00931,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-09-29,2025-09-27,Completed,0,DPT-001,LOC-001
TRC-007234,EMP-00931,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-12-09,2025-11-20,Completed,0,DPT-001,LOC-001
TRC-007235,EMP-00931,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-03-28,2025-03-14,Completed,0,DPT-001,LOC-001
TRC-007236,EMP-00931,TRN-005,Insider Trading Policy,Internal,Yes,2026-01-14,2025-12-21,Completed,0,DPT-001,LOC-001
TRC-007237,EMP-00931,TRN-006,Cyber Security Awareness,Internal,Yes,2025-11-25,2025-11-11,Completed,0,DPT-001,LOC-001
TRC-007238,EMP-00931,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-01-15,2024-12-16,Completed,0,DPT-001,LOC-001
TRC-007239,EMP-00931,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-11-21,2025-11-09,Completed,0,DPT-001,LOC-001
TRC-007240,EMP-00931,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2026-02-20,2026-02-11,Completed,0,DPT-001,LOC-001
TRC-007241,EMP-00931,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,2026-11-04,Completed,0,DPT-001,LOC-001
TRC-007242,EMP-00932,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-03-08,2026-04-12,Completed,0,DPT-020,LOC-001
TRC-007243,EMP-00932,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-06-05,2026-04-15,Completed,0,DPT-020,LOC-001
TRC-007244,EMP-00932,TRN-003,Code of Conduct & Ethics,Internal,Yes,2026-03-13,2026-04-12,Completed,0,DPT-020,LOC-001
TRC-007245,EMP-00932,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2026-03-28,2026-03-30,Completed,0,DPT-020,LOC-001
TRC-007246,EMP-00932,TRN-005,Insider Trading Policy,Internal,Yes,2025-10-19,2026-04-06,Completed,0,DPT-020,LOC-001
TRC-007247,EMP-00932,TRN-006,Cyber Security Awareness,Internal,Yes,2026-01-26,2026-03-25,Completed,0,DPT-020,LOC-001
TRC-007248,EMP-00932,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-07-02,2026-04-20,Completed,0,DPT-020,LOC-001
TRC-007249,EMP-00932,TRN-008,Workplace Respect & Harassment,Internal,Yes,2024-10-28,2026-03-24,Completed,0,DPT-020,LOC-001
TRC-007250,EMP-00932,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-11-09,2026-03-25,Completed,0,DPT-020,LOC-001
TRC-007251,EMP-00932,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,,Upcoming,0,DPT-020,LOC-001
TRC-007252,EMP-00933,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-07-13,2025-07-08,Completed,0,DPT-023,LOC-007
TRC-007253,EMP-00933,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-06-25,2025-06-25,Completed,0,DPT-023,LOC-007
TRC-007254,EMP-00933,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-07-26,2025-07-20,Completed,0,DPT-023,LOC-007
TRC-007255,EMP-00933,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-11-16,2025-10-06,Completed,0,DPT-023,LOC-007
TRC-007256,EMP-00933,TRN-005,Insider Trading Policy,Internal,Yes,2025-11-13,2025-11-11,Completed,0,DPT-023,LOC-007
TRC-007257,EMP-00933,TRN-006,Cyber Security Awareness,Internal,Yes,2025-12-13,2025-11-19,Completed,0,DPT-023,LOC-007
TRC-007258,EMP-00933,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2024-09-14,2025-06-27,Completed,0,DPT-023,LOC-007
TRC-007259,EMP-00933,TRN-008,Workplace Respect & Harassment,Internal,Yes,2024-12-22,2025-06-25,Completed,0,DPT-023,LOC-007
TRC-007260,EMP-00933,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-10-18,,Overdue,218,DPT-023,LOC-007
TRC-007261,EMP-00933,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,2026-11-01,Completed,0,DPT-023,LOC-007
TRC-007262,EMP-00934,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-11-13,2025-10-25,Completed,0,DPT-017,LOC-006
TRC-007263,EMP-00934,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2026-04-14,2026-03-15,Completed,0,DPT-017,LOC-006
TRC-007264,EMP-00934,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-07-05,2025-06-06,Completed,0,DPT-017,LOC-006
TRC-007265,EMP-00934,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2026-02-15,2026-01-12,Completed,0,DPT-017,LOC-006
TRC-007266,EMP-00934,TRN-005,Insider Trading Policy,Internal,Yes,2025-08-05,2025-07-16,Completed,0,DPT-017,LOC-006
TRC-007267,EMP-00934,TRN-006,Cyber Security Awareness,Internal,Yes,2026-05-20,2026-04-20,Completed,0,DPT-017,LOC-006
TRC-007268,EMP-00934,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2024-12-19,2024-11-13,Completed,0,DPT-017,LOC-006
TRC-007269,EMP-00934,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-05-15,2025-04-14,Completed,0,DPT-017,LOC-006
TRC-007270,EMP-00934,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-12-28,2025-12-17,Completed,0,DPT-017,LOC-006
TRC-007271,EMP-00934,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,2026-10-08,Completed,0,DPT-017,LOC-006
TRC-007272,EMP-00935,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-03-02,2026-01-20,Completed,0,DPT-020,LOC-007
TRC-007273,EMP-00935,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2026-01-17,2026-01-07,Completed,0,DPT-020,LOC-007
TRC-007274,EMP-00935,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-07-20,2025-06-05,Completed,0,DPT-020,LOC-007
TRC-007275,EMP-00935,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-06-26,2025-06-25,Completed,0,DPT-020,LOC-007
TRC-007276,EMP-00935,TRN-005,Insider Trading Policy,Internal,Yes,2026-01-15,2026-01-11,Completed,0,DPT-020,LOC-007
TRC-007277,EMP-00935,TRN-006,Cyber Security Awareness,Internal,Yes,2026-01-15,2025-12-29,Completed,0,DPT-020,LOC-007
TRC-007278,EMP-00935,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-01-14,2025-01-07,Completed,0,DPT-020,LOC-007
TRC-007279,EMP-00935,TRN-008,Workplace Respect & Harassment,Internal,Yes,2024-11-05,2024-10-08,Completed,0,DPT-020,LOC-007
TRC-007280,EMP-00935,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-11-24,,Overdue,181,DPT-020,LOC-007
TRC-007281,EMP-00936,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-09-25,2025-09-17,Completed,0,DPT-003,LOC-002
TRC-007282,EMP-00936,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2026-03-25,2026-03-24,Completed,0,DPT-003,LOC-002
TRC-007283,EMP-00936,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-12-07,2025-11-17,Completed,0,DPT-003,LOC-002
TRC-007284,EMP-00936,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2024-10-01,2024-09-06,Completed,0,DPT-003,LOC-002
TRC-007285,EMP-00936,TRN-005,Insider Trading Policy,Internal,Yes,2026-03-29,2026-02-21,Completed,0,DPT-003,LOC-002
TRC-007286,EMP-00936,TRN-006,Cyber Security Awareness,Internal,Yes,2025-12-23,2025-11-27,Completed,0,DPT-003,LOC-002
TRC-007287,EMP-00936,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-05-30,2025-05-18,Completed,0,DPT-003,LOC-002
TRC-007288,EMP-00936,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-06-29,,Overdue,329,DPT-003,LOC-002
TRC-007289,EMP-00936,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2026-02-21,2026-01-20,Completed,0,DPT-003,LOC-002
TRC-007290,EMP-00937,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-01-09,2026-01-02,Completed,0,DPT-003,LOC-003
TRC-007291,EMP-00937,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-10-04,2025-08-31,Completed,0,DPT-003,LOC-003
TRC-007292,EMP-00937,TRN-003,Code of Conduct & Ethics,Internal,Yes,2026-03-24,2026-03-06,Completed,0,DPT-003,LOC-003
TRC-007293,EMP-00937,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2024-06-19,2024-06-17,Completed,0,DPT-003,LOC-003
TRC-007294,EMP-00937,TRN-005,Insider Trading Policy,Internal,Yes,2025-07-31,2025-07-26,Completed,0,DPT-003,LOC-003
TRC-007295,EMP-00937,TRN-006,Cyber Security Awareness,Internal,Yes,2026-02-23,,Overdue,90,DPT-003,LOC-003
TRC-007296,EMP-00937,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-06-09,2025-05-11,Completed,0,DPT-003,LOC-003
TRC-007297,EMP-00937,TRN-008,Workplace Respect & Harassment,Internal,Yes,2026-04-05,2026-03-01,Completed,0,DPT-003,LOC-003
TRC-007298,EMP-00937,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-11-12,2025-10-04,Completed,0,DPT-003,LOC-003
TRC-007299,EMP-00937,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,,Upcoming,0,DPT-003,LOC-003
TRC-007300,EMP-00940,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-09-29,2025-08-15,Completed,0,DPT-004,LOC-004
TRC-007301,EMP-00940,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2026-05-19,2026-04-10,Completed,0,DPT-004,LOC-004
TRC-007302,EMP-00940,TRN-003,Code of Conduct & Ethics,Internal,Yes,2026-03-17,2026-02-01,Completed,0,DPT-004,LOC-004
TRC-007303,EMP-00940,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-02-01,2025-08-14,Completed,0,DPT-004,LOC-004
TRC-007304,EMP-00940,TRN-005,Insider Trading Policy,Internal,Yes,2025-08-31,2025-08-13,Completed,0,DPT-004,LOC-004
TRC-007305,EMP-00940,TRN-006,Cyber Security Awareness,Internal,Yes,2026-03-27,2026-03-12,Completed,0,DPT-004,LOC-004
TRC-007306,EMP-00940,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2024-10-11,2025-07-29,Completed,0,DPT-004,LOC-004
TRC-007307,EMP-00940,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-12-21,2025-12-16,Completed,0,DPT-004,LOC-004
TRC-007308,EMP-00940,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-07-22,2025-08-22,Completed,0,DPT-004,LOC-004
TRC-007309,EMP-00940,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,,Upcoming,0,DPT-004,LOC-004
TRC-007310,EMP-00941,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-03-11,2026-01-28,Completed,0,DPT-001,LOC-001
TRC-007311,EMP-00941,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-08-15,2025-08-12,Completed,0,DPT-001,LOC-001
TRC-007312,EMP-00941,TRN-003,Code of Conduct & Ethics,Internal,Yes,2026-01-09,2025-12-04,Completed,0,DPT-001,LOC-001
TRC-007313,EMP-00941,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-08-29,2025-07-15,Completed,0,DPT-001,LOC-001
TRC-007314,EMP-00941,TRN-005,Insider Trading Policy,Internal,Yes,2025-09-30,2025-09-20,Completed,0,DPT-001,LOC-001
TRC-007315,EMP-00941,TRN-006,Cyber Security Awareness,Internal,Yes,2026-01-28,2026-01-19,Completed,0,DPT-001,LOC-001
TRC-007316,EMP-00941,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2024-10-08,2024-08-27,Completed,0,DPT-001,LOC-001
TRC-007317,EMP-00941,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-07-11,2025-06-02,Completed,0,DPT-001,LOC-001
TRC-007318,EMP-00941,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-12-07,2025-11-08,Completed,0,DPT-001,LOC-001
TRC-007319,EMP-00941,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,,Upcoming,0,DPT-001,LOC-001
TRC-007320,EMP-00942,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-08-20,2025-07-28,Completed,0,DPT-012,LOC-004
TRC-007321,EMP-00942,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-07-12,,Overdue,316,DPT-012,LOC-004
TRC-007322,EMP-00942,TRN-003,Code of Conduct & Ethics,Internal,Yes,2026-03-23,2026-03-10,Completed,0,DPT-012,LOC-004
TRC-007323,EMP-00942,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-07-27,2025-06-21,Completed,0,DPT-012,LOC-004
TRC-007324,EMP-00942,TRN-005,Insider Trading Policy,Internal,Yes,2025-06-13,2025-05-19,Completed,0,DPT-012,LOC-004
TRC-007325,EMP-00942,TRN-006,Cyber Security Awareness,Internal,Yes,2026-02-11,2026-01-23,Completed,0,DPT-012,LOC-004
TRC-007326,EMP-00942,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2024-11-05,2024-10-21,Completed,0,DPT-012,LOC-004
TRC-007327,EMP-00942,TRN-008,Workplace Respect & Harassment,Internal,Yes,2026-05-04,2026-04-18,Completed,0,DPT-012,LOC-004
TRC-007328,EMP-00942,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-07-25,2025-07-12,Completed,0,DPT-012,LOC-004
TRC-007329,EMP-00942,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,,Upcoming,0,DPT-012,LOC-004
TRC-007330,EMP-00943,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-07-22,2026-06-04,Completed,0,DPT-010,LOC-001
TRC-007331,EMP-00943,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2026-03-20,2026-05-09,Completed,0,DPT-010,LOC-001
TRC-007332,EMP-00943,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-11-28,2026-05-07,Completed,0,DPT-010,LOC-001
TRC-007333,EMP-00943,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-12-04,2026-05-06,Completed,0,DPT-010,LOC-001
TRC-007334,EMP-00943,TRN-005,Insider Trading Policy,Internal,Yes,2026-01-26,2026-05-19,Completed,0,DPT-010,LOC-001
TRC-007335,EMP-00943,TRN-006,Cyber Security Awareness,Internal,Yes,2026-01-12,2026-05-31,Completed,0,DPT-010,LOC-001
TRC-007336,EMP-00943,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2024-08-25,2026-06-02,Completed,0,DPT-010,LOC-001
TRC-007337,EMP-00943,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-09-19,2026-05-26,Completed,0,DPT-010,LOC-001
TRC-007338,EMP-00943,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-12-03,2026-05-17,Completed,0,DPT-010,LOC-001
TRC-007339,EMP-00943,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,2026-10-13,Completed,0,DPT-010,LOC-001
TRC-007340,EMP-00944,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-03-03,2026-01-24,Completed,0,DPT-007,LOC-006
TRC-007341,EMP-00944,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-07-05,2025-06-26,Completed,0,DPT-007,LOC-006
TRC-007342,EMP-00944,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-07-24,2025-07-22,Completed,0,DPT-007,LOC-006
TRC-007343,EMP-00944,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2026-04-21,2026-03-09,Completed,0,DPT-007,LOC-006
TRC-007344,EMP-00944,TRN-005,Insider Trading Policy,Internal,Yes,2026-05-24,2026-05-01,Completed,0,DPT-007,LOC-006
TRC-007345,EMP-00944,TRN-006,Cyber Security Awareness,Internal,Yes,2026-02-27,2026-02-16,Completed,0,DPT-007,LOC-006
TRC-007346,EMP-00944,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2024-06-10,,Overdue,713,DPT-007,LOC-006
TRC-007347,EMP-00944,TRN-008,Workplace Respect & Harassment,Internal,Yes,2026-03-22,2026-03-05,Completed,0,DPT-007,LOC-006
TRC-007348,EMP-00944,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-10-13,2025-09-05,Completed,0,DPT-007,LOC-006
TRC-007349,EMP-00944,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,2026-11-19,Completed,0,DPT-007,LOC-006
TRC-007350,EMP-00945,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-04-07,2026-03-14,Completed,0,DPT-001,LOC-003
TRC-007351,EMP-00945,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-10-30,2025-10-04,Completed,0,DPT-001,LOC-003
TRC-007352,EMP-00945,TRN-003,Code of Conduct & Ethics,Internal,Yes,2026-03-15,2026-03-07,Completed,0,DPT-001,LOC-003
TRC-007353,EMP-00945,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-05-09,2025-04-27,Completed,0,DPT-001,LOC-003
TRC-007354,EMP-00945,TRN-005,Insider Trading Policy,Internal,Yes,2025-09-05,2025-07-29,Completed,0,DPT-001,LOC-003
TRC-007355,EMP-00945,TRN-006,Cyber Security Awareness,Internal,Yes,2026-01-20,2026-01-01,Completed,0,DPT-001,LOC-003
TRC-007356,EMP-00945,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2024-08-10,2024-11-08,Completed,0,DPT-001,LOC-003
TRC-007357,EMP-00945,TRN-008,Workplace Respect & Harassment,Internal,Yes,2024-06-09,2024-11-18,Completed,0,DPT-001,LOC-003
TRC-007358,EMP-00945,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-11-13,2025-10-18,Completed,0,DPT-001,LOC-003
TRC-007359,EMP-00946,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-12-10,2025-11-20,Completed,0,DPT-001,LOC-001
TRC-007360,EMP-00946,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-11-10,2025-10-15,Completed,0,DPT-001,LOC-001
TRC-007361,EMP-00946,TRN-003,Code of Conduct & Ethics,Internal,Yes,2026-01-17,2025-12-03,Completed,0,DPT-001,LOC-001
TRC-007362,EMP-00946,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2026-05-15,2026-04-05,Completed,0,DPT-001,LOC-001
TRC-007363,EMP-00946,TRN-005,Insider Trading Policy,Internal,Yes,2025-06-10,2025-05-31,Completed,0,DPT-001,LOC-001
TRC-007364,EMP-00946,TRN-006,Cyber Security Awareness,Internal,Yes,2026-03-19,2026-02-16,Completed,0,DPT-001,LOC-001
TRC-007365,EMP-00946,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-08-26,2025-08-06,Completed,0,DPT-001,LOC-001
TRC-007366,EMP-00946,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-04-24,2025-04-04,Completed,0,DPT-001,LOC-001
TRC-007367,EMP-00946,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2026-01-05,2025-12-15,Completed,0,DPT-001,LOC-001
TRC-007368,EMP-00946,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,2026-11-13,Completed,0,DPT-001,LOC-001
TRC-007369,EMP-00947,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-02-14,2026-01-10,Completed,0,DPT-020,LOC-005
TRC-007370,EMP-00947,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2026-01-06,2025-12-15,Completed,0,DPT-020,LOC-005
TRC-007371,EMP-00947,TRN-003,Code of Conduct & Ethics,Internal,Yes,2026-01-10,2025-12-18,Completed,0,DPT-020,LOC-005
TRC-007372,EMP-00947,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-10-25,2025-09-12,Completed,0,DPT-020,LOC-005
TRC-007373,EMP-00947,TRN-005,Insider Trading Policy,Internal,Yes,2025-06-12,2025-05-09,Completed,0,DPT-020,LOC-005
TRC-007374,EMP-00947,TRN-006,Cyber Security Awareness,Internal,Yes,2026-05-14,2026-04-12,Completed,0,DPT-020,LOC-005
TRC-007375,EMP-00947,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-11-12,2025-10-15,Completed,0,DPT-020,LOC-005
TRC-007376,EMP-00947,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-08-23,,Overdue,274,DPT-020,LOC-005
TRC-007377,EMP-00947,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2026-05-11,,Overdue,13,DPT-020,LOC-005
TRC-007378,EMP-00949,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-06-29,2025-05-18,Completed,0,DPT-001,LOC-001
TRC-007379,EMP-00949,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2026-03-14,2026-01-29,Completed,0,DPT-001,LOC-001
TRC-007380,EMP-00949,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-08-12,2025-07-05,Completed,0,DPT-001,LOC-001
TRC-007381,EMP-00949,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-04-07,2025-03-11,Completed,0,DPT-001,LOC-001
TRC-007382,EMP-00949,TRN-005,Insider Trading Policy,Internal,Yes,2025-06-04,2025-05-15,Completed,0,DPT-001,LOC-001
TRC-007383,EMP-00949,TRN-006,Cyber Security Awareness,Internal,Yes,2026-01-31,2025-12-24,Completed,0,DPT-001,LOC-001
TRC-007384,EMP-00949,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2024-07-04,2024-05-27,Completed,0,DPT-001,LOC-001
TRC-007385,EMP-00949,TRN-008,Workplace Respect & Harassment,Internal,Yes,2026-01-18,2026-01-11,Completed,0,DPT-001,LOC-001
TRC-007386,EMP-00949,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-06-27,2025-05-27,Completed,0,DPT-001,LOC-001
TRC-007387,EMP-00950,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-10-08,2025-08-30,Completed,0,DPT-009,LOC-004
