attestation_record_id,employee_id,attestation_type,attestation_name,is_mandatory,due_date,completed_date,status,days_overdue,department_id
ATR-002827,EMP-00880,ATT-PRV,Privacy & Data Handling,Yes,2026-04-08,2026-04-03,Completed,0,DPT-005
ATR-002828,EMP-00880,ATT-INS,Insider Trading Window,Yes,2026-02-06,2026-02-01,Completed,0,DPT-005
ATR-002829,EMP-00881,ATT-COI,Conflict of Interest,Yes,2026-01-31,2026-01-28,Completed,0,DPT-007
ATR-002830,EMP-00881,ATT-COC,Code of Conduct Attestation,Yes,2025-05-31,2025-05-22,Completed,0,DPT-007
ATR-002831,EMP-00881,ATT-PRV,Privacy & Data Handling,Yes,2025-10-14,2025-10-12,Completed,0,DPT-007
ATR-002832,EMP-00881,ATT-INS,Insider Trading Window,Yes,2026-03-24,2026-03-21,Completed,0,DPT-007
ATR-002833,EMP-00882,ATT-COI,Conflict of Interest,Yes,2025-10-07,2025-09-23,Completed,0,DPT-005
ATR-002834,EMP-00882,ATT-COC,Code of Conduct Attestation,Yes,2025-08-11,2025-07-25,Completed,0,DPT-005
ATR-002835,EMP-00882,ATT-PRV,Privacy & Data Handling,Yes,2026-04-25,2026-04-07,Completed,0,DPT-005
ATR-002836,EMP-00882,ATT-INS,Insider Trading Window,Yes,2026-02-08,2026-01-20,Completed,0,DPT-005
ATR-002837,EMP-00884,ATT-COI,Conflict of Interest,Yes,2026-04-25,2026-04-16,Completed,0,DPT-010
ATR-002838,EMP-00884,ATT-COC,Code of Conduct Attestation,Yes,2025-07-11,2025-06-21,Completed,0,DPT-010
ATR-002839,EMP-00884,ATT-PRV,Privacy & Data Handling,Yes,2026-01-11,2025-12-22,Completed,0,DPT-010
ATR-002840,EMP-00884,ATT-INS,Insider Trading Window,Yes,2025-12-30,2025-12-23,Completed,0,DPT-010
ATR-002841,EMP-00885,ATT-COI,Conflict of Interest,Yes,2026-01-23,2026-01-10,Completed,0,DPT-016
ATR-002842,EMP-00885,ATT-COC,Code of Conduct Attestation,Yes,2026-03-16,2026-03-12,Completed,0,DPT-016
ATR-002843,EMP-00885,ATT-PRV,Privacy & Data Handling,Yes,2025-12-19,2025-12-16,Completed,0,DPT-016
ATR-002844,EMP-00885,ATT-INS,Insider Trading Window,Yes,2026-05-01,2026-04-13,Completed,0,DPT-016
ATR-002845,EMP-00886,ATT-COI,Conflict of Interest,Yes,2026-03-16,2026-02-28,Completed,0,DPT-008
ATR-002846,EMP-00886,ATT-COC,Code of Conduct Attestation,Yes,2025-11-15,2025-10-27,Completed,0,DPT-008
ATR-002847,EMP-00886,ATT-PRV,Privacy & Data Handling,Yes,2026-03-11,2026-02-24,Completed,0,DPT-008
ATR-002848,EMP-00886,ATT-INS,Insider Trading Window,Yes,2026-04-23,2026-04-07,Completed,0,DPT-008
ATR-002849,EMP-00888,ATT-COI,Conflict of Interest,Yes,2025-11-09,2025-10-20,Completed,0,DPT-002
ATR-002850,EMP-00888,ATT-COC,Code of Conduct Attestation,Yes,2025-08-08,2025-07-28,Completed,0,DPT-002
ATR-002851,EMP-00888,ATT-PRV,Privacy & Data Handling,Yes,2025-12-10,2025-12-05,Completed,0,DPT-002
ATR-002852,EMP-00888,ATT-INS,Insider Trading Window,Yes,2026-01-23,2026-01-15,Completed,0,DPT-002
ATR-002853,EMP-00889,ATT-COI,Conflict of Interest,Yes,2025-06-26,2025-06-24,Completed,0,DPT-018
ATR-002854,EMP-00889,ATT-COC,Code of Conduct Attestation,Yes,2026-01-09,2025-12-21,Completed,0,DPT-018
ATR-002855,EMP-00889,ATT-PRV,Privacy & Data Handling,Yes,2026-03-20,2026-03-01,Completed,0,DPT-018
ATR-002856,EMP-00889,ATT-INS,Insider Trading Window,Yes,2026-02-02,2026-01-25,Completed,0,DPT-018
ATR-002857,EMP-00890,ATT-COI,Conflict of Interest,Yes,2025-06-24,2025-06-20,Completed,0,DPT-006
ATR-002858,EMP-00890,ATT-COC,Code of Conduct Attestation,Yes,2025-08-14,2025-08-11,Completed,0,DPT-006
ATR-002859,EMP-00890,ATT-PRV,Privacy & Data Handling,Yes,2025-08-14,2025-08-01,Completed,0,DPT-006
ATR-002860,EMP-00890,ATT-INS,Insider Trading Window,Yes,2026-04-03,2026-03-29,Completed,0,DPT-006
ATR-002861,EMP-00891,ATT-COI,Conflict of Interest,Yes,2025-10-01,2026-01-05,Completed,0,DPT-001
ATR-002862,EMP-00891,ATT-COC,Code of Conduct Attestation,Yes,2026-01-15,2026-01-11,Completed,0,DPT-001
ATR-002863,EMP-00891,ATT-PRV,Privacy & Data Handling,Yes,2025-07-19,2026-01-09,Completed,0,DPT-001
ATR-002864,EMP-00891,ATT-INS,Insider Trading Window,Yes,2025-11-27,2026-01-09,Completed,0,DPT-001
ATR-002865,EMP-00892,ATT-COI,Conflict of Interest,Yes,2026-05-14,2026-05-09,Completed,0,DPT-011
ATR-002866,EMP-00892,ATT-COC,Code of Conduct Attestation,Yes,2025-12-03,2025-11-26,Completed,0,DPT-011
ATR-002867,EMP-00892,ATT-PRV,Privacy & Data Handling,Yes,2025-11-24,2025-11-04,Completed,0,DPT-011
ATR-002868,EMP-00892,ATT-INS,Insider Trading Window,Yes,2026-02-13,2026-02-05,Completed,0,DPT-011
ATR-002869,EMP-00893,ATT-COI,Conflict of Interest,Yes,2025-09-28,2025-09-15,Completed,0,DPT-020
ATR-002870,EMP-00893,ATT-COC,Code of Conduct Attestation,Yes,2025-07-22,2025-07-02,Completed,0,DPT-020
ATR-002871,EMP-00893,ATT-PRV,Privacy & Data Handling,Yes,2026-02-14,2026-01-31,Completed,0,DPT-020
ATR-002872,EMP-00893,ATT-INS,Insider Trading Window,Yes,2026-05-15,2026-05-07,Completed,0,DPT-020
ATR-002873,EMP-00894,ATT-COI,Conflict of Interest,Yes,2026-02-25,2026-02-22,Completed,0,DPT-026
ATR-002874,EMP-00894,ATT-COC,Code of Conduct Attestation,Yes,2025-11-17,2025-11-15,Completed,0,DPT-026
ATR-002875,EMP-00894,ATT-PRV,Privacy & Data Handling,Yes,2025-08-24,2025-08-22,Completed,0,DPT-026
ATR-002876,EMP-00894,ATT-INS,Insider Trading Window,Yes,2026-02-15,2026-01-28,Completed,0,DPT-026
ATR-002877,EMP-00895,ATT-COI,Conflict of Interest,Yes,2026-01-24,2026-01-10,Completed,0,DPT-012
ATR-002878,EMP-00895,ATT-COC,Code of Conduct Attestation,Yes,2026-02-13,2026-02-06,Completed,0,DPT-012
ATR-002879,EMP-00895,ATT-PRV,Privacy & Data Handling,Yes,2025-08-20,2025-08-12,Completed,0,DPT-012
ATR-002880,EMP-00895,ATT-INS,Insider Trading Window,Yes,2026-03-24,2026-03-10,Completed,0,DPT-012
ATR-002881,EMP-00896,ATT-COI,Conflict of Interest,Yes,2025-07-28,2025-09-25,Completed,0,DPT-011
ATR-002882,EMP-00896,ATT-COC,Code of Conduct Attestation,Yes,2025-12-17,2025-11-29,Completed,0,DPT-011
ATR-002883,EMP-00896,ATT-PRV,Privacy & Data Handling,Yes,2026-03-11,2026-02-25,Completed,0,DPT-011
ATR-002884,EMP-00896,ATT-INS,Insider Trading Window,Yes,2025-12-11,2025-12-03,Completed,0,DPT-011
ATR-002885,EMP-00897,ATT-COI,Conflict of Interest,Yes,2025-09-23,2025-09-13,Completed,0,DPT-024
ATR-002886,EMP-00897,ATT-COC,Code of Conduct Attestation,Yes,2025-08-02,2025-07-18,Completed,0,DPT-024
ATR-002887,EMP-00897,ATT-PRV,Privacy & Data Handling,Yes,2026-05-01,2026-04-28,Completed,0,DPT-024
ATR-002888,EMP-00897,ATT-INS,Insider Trading Window,Yes,2026-02-15,2026-01-26,Completed,0,DPT-024
ATR-002889,EMP-00898,ATT-COI,Conflict of Interest,Yes,2026-02-05,2026-01-20,Completed,0,DPT-007
ATR-002890,EMP-00898,ATT-COC,Code of Conduct Attestation,Yes,2026-04-08,2026-03-19,Completed,0,DPT-007
ATR-002891,EMP-00898,ATT-PRV,Privacy & Data Handling,Yes,2026-02-10,2026-01-25,Completed,0,DPT-007
ATR-002892,EMP-00898,ATT-INS,Insider Trading Window,Yes,2025-12-05,2025-11-26,Completed,0,DPT-007
ATR-002893,EMP-00899,ATT-COI,Conflict of Interest,Yes,2026-04-19,2026-04-18,Completed,0,DPT-006
ATR-002894,EMP-00899,ATT-COC,Code of Conduct Attestation,Yes,2025-07-17,2025-06-30,Completed,0,DPT-006
ATR-002895,EMP-00899,ATT-PRV,Privacy & Data Handling,Yes,2025-08-21,2025-08-06,Completed,0,DPT-006
ATR-002896,EMP-00899,ATT-INS,Insider Trading Window,Yes,2026-03-02,2026-03-01,Completed,0,DPT-006
ATR-002897,EMP-00900,ATT-COI,Conflict of Interest,Yes,2025-10-03,2026-05-26,Completed,0,DPT-011
ATR-002898,EMP-00900,ATT-COC,Code of Conduct Attestation,Yes,2025-12-17,2026-05-25,Completed,0,DPT-011
ATR-002899,EMP-00900,ATT-PRV,Privacy & Data Handling,Yes,2026-03-06,2026-05-20,Completed,0,DPT-011
ATR-002900,EMP-00900,ATT-INS,Insider Trading Window,Yes,2026-01-04,2026-05-19,Completed,0,DPT-011
ATR-002901,EMP-00901,ATT-COI,Conflict of Interest,Yes,2025-08-05,2025-12-24,Completed,0,DPT-002
ATR-002902,EMP-00901,ATT-COC,Code of Conduct Attestation,Yes,2026-01-05,2025-12-27,Completed,0,DPT-002
ATR-002903,EMP-00901,ATT-PRV,Privacy & Data Handling,Yes,2025-07-04,2025-12-30,Completed,0,DPT-002
ATR-002904,EMP-00901,ATT-INS,Insider Trading Window,Yes,2026-05-10,2026-05-03,Completed,0,DPT-002
ATR-002905,EMP-00902,ATT-COI,Conflict of Interest,Yes,2025-07-10,2025-07-20,Completed,0,DPT-007
ATR-002906,EMP-00902,ATT-COC,Code of Conduct Attestation,Yes,2025-09-04,2025-08-21,Completed,0,DPT-007
ATR-002907,EMP-00902,ATT-PRV,Privacy & Data Handling,Yes,2025-11-01,2025-10-26,Completed,0,DPT-007
ATR-002908,EMP-00902,ATT-INS,Insider Trading Window,Yes,2026-03-17,2026-03-03,Completed,0,DPT-007
ATR-002909,EMP-00903,ATT-COI,Conflict of Interest,Yes,2025-08-30,2025-08-27,Completed,0,DPT-009
ATR-002910,EMP-00903,ATT-COC,Code of Conduct Attestation,Yes,2026-01-10,2025-12-29,Completed,0,DPT-009
ATR-002911,EMP-00903,ATT-PRV,Privacy & Data Handling,Yes,2025-12-23,2025-12-05,Completed,0,DPT-009
ATR-002912,EMP-00903,ATT-INS,Insider Trading Window,Yes,2026-05-18,2026-05-17,Completed,0,DPT-009
ATR-002913,EMP-00905,ATT-COI,Conflict of Interest,Yes,2026-02-22,2026-02-14,Completed,0,DPT-003
ATR-002914,EMP-00905,ATT-COC,Code of Conduct Attestation,Yes,2025-09-21,2025-09-13,Completed,0,DPT-003
ATR-002915,EMP-00905,ATT-PRV,Privacy & Data Handling,Yes,2026-04-13,2026-04-09,Completed,0,DPT-003
ATR-002916,EMP-00905,ATT-INS,Insider Trading Window,Yes,2025-12-14,2025-11-26,Completed,0,DPT-003
ATR-002917,EMP-00907,ATT-COI,Conflict of Interest,Yes,2026-04-02,2026-03-20,Completed,0,DPT-002
ATR-002918,EMP-00907,ATT-COC,Code of Conduct Attestation,Yes,2025-10-26,2026-03-20,Completed,0,DPT-002
ATR-002919,EMP-00907,ATT-PRV,Privacy & Data Handling,Yes,2025-07-16,2026-03-14,Completed,0,DPT-002
ATR-002920,EMP-00907,ATT-INS,Insider Trading Window,Yes,2026-05-15,2026-05-14,Completed,0,DPT-002
ATR-002921,EMP-00908,ATT-COI,Conflict of Interest,Yes,2025-11-24,2025-11-07,Completed,0,DPT-005
ATR-002922,EMP-00908,ATT-COC,Code of Conduct Attestation,Yes,2026-03-23,2026-03-17,Completed,0,DPT-005
ATR-002923,EMP-00908,ATT-PRV,Privacy & Data Handling,Yes,2025-10-29,2025-10-18,Completed,0,DPT-005
ATR-002924,EMP-00908,ATT-INS,Insider Trading Window,Yes,2026-02-06,2026-02-01,Completed,0,DPT-005
ATR-002925,EMP-00909,ATT-COI,Conflict of Interest,Yes,2025-11-05,2025-10-16,Completed,0,DPT-026
ATR-002926,EMP-00909,ATT-COC,Code of Conduct Attestation,Yes,2025-07-29,2025-07-13,Completed,0,DPT-026
ATR-002927,EMP-00909,ATT-PRV,Privacy & Data Handling,Yes,2026-02-03,2026-01-22,Completed,0,DPT-026
ATR-002928,EMP-00909,ATT-INS,Insider Trading Window,Yes,2026-05-19,2026-05-01,Completed,0,DPT-026
ATR-002929,EMP-00910,ATT-COI,Conflict of Interest,Yes,2026-02-07,2026-01-24,Completed,0,DPT-006
ATR-002930,EMP-00910,ATT-COC,Code of Conduct Attestation,Yes,2026-01-13,2025-12-24,Completed,0,DPT-006
ATR-002931,EMP-00910,ATT-PRV,Privacy & Data Handling,Yes,2026-04-20,2026-04-02,Completed,0,DPT-006
ATR-002932,EMP-00910,ATT-INS,Insider Trading Window,Yes,2026-01-03,2025-12-17,Completed,0,DPT-006
ATR-002933,EMP-00911,ATT-COI,Conflict of Interest,Yes,2026-04-16,2026-04-02,Completed,0,DPT-017
ATR-002934,EMP-00911,ATT-COC,Code of Conduct Attestation,Yes,2026-01-06,2026-01-04,Completed,0,DPT-017
ATR-002935,EMP-00911,ATT-PRV,Privacy & Data Handling,Yes,2026-04-09,2026-04-04,Completed,0,DPT-017
ATR-002936,EMP-00911,ATT-INS,Insider Trading Window,Yes,2026-04-02,2026-03-13,Completed,0,DPT-017
ATR-002937,EMP-00912,ATT-COI,Conflict of Interest,Yes,2025-10-12,2025-09-28,Completed,0,DPT-007
ATR-002938,EMP-00912,ATT-COC,Code of Conduct Attestation,Yes,2025-07-29,2025-07-17,Completed,0,DPT-007
ATR-002939,EMP-00912,ATT-PRV,Privacy & Data Handling,Yes,2025-09-15,2025-09-14,Completed,0,DPT-007
ATR-002940,EMP-00912,ATT-INS,Insider Trading Window,Yes,2025-12-14,2025-12-01,Completed,0,DPT-007
ATR-002941,EMP-00913,ATT-COI,Conflict of Interest,Yes,2026-04-30,2026-04-12,Completed,0,DPT-012
ATR-002942,EMP-00913,ATT-COC,Code of Conduct Attestation,Yes,2026-02-05,2026-01-19,Completed,0,DPT-012
ATR-002943,EMP-00913,ATT-PRV,Privacy & Data Handling,Yes,2025-11-30,2025-11-16,Completed,0,DPT-012
ATR-002944,EMP-00913,ATT-INS,Insider Trading Window,Yes,2025-11-27,2025-11-24,Completed,0,DPT-012
ATR-002945,EMP-00914,ATT-COI,Conflict of Interest,Yes,2025-09-05,2025-08-27,Completed,0,DPT-005
ATR-002946,EMP-00914,ATT-COC,Code of Conduct Attestation,Yes,2025-10-22,2025-10-20,Completed,0,DPT-005
ATR-002947,EMP-00914,ATT-PRV,Privacy & Data Handling,Yes,2025-07-13,2025-06-28,Completed,0,DPT-005
ATR-002948,EMP-00914,ATT-INS,Insider Trading Window,Yes,2025-12-21,2025-12-15,Completed,0,DPT-005
ATR-002949,EMP-00915,ATT-COI,Conflict of Interest,Yes,2026-05-20,2026-05-10,Completed,0,DPT-001
ATR-002950,EMP-00915,ATT-COC,Code of Conduct Attestation,Yes,2025-11-15,2025-11-05,Completed,0,DPT-001
ATR-002951,EMP-00915,ATT-PRV,Privacy & Data Handling,Yes,2026-01-02,2025-12-31,Completed,0,DPT-001
ATR-002952,EMP-00915,ATT-INS,Insider Trading Window,Yes,2026-05-17,2026-04-29,Completed,0,DPT-001
ATR-002953,EMP-00916,ATT-COI,Conflict of Interest,Yes,2026-03-09,2026-03-06,Completed,0,DPT-001
ATR-002954,EMP-00916,ATT-COC,Code of Conduct Attestation,Yes,2026-03-27,2026-03-24,Completed,0,DPT-001
ATR-002955,EMP-00916,ATT-PRV,Privacy & Data Handling,Yes,2025-10-22,2025-10-17,Completed,0,DPT-001
ATR-002956,EMP-00916,ATT-INS,Insider Trading Window,Yes,2026-02-25,2026-02-18,Completed,0,DPT-001
ATR-002957,EMP-00917,ATT-COI,Conflict of Interest,Yes,2026-02-25,2026-02-13,Completed,0,DPT-012
ATR-002958,EMP-00917,ATT-COC,Code of Conduct Attestation,Yes,2025-11-26,2025-11-11,Completed,0,DPT-012
ATR-002959,EMP-00917,ATT-PRV,Privacy & Data Handling,Yes,2025-10-13,2025-09-24,Completed,0,DPT-012
ATR-002960,EMP-00917,ATT-INS,Insider Trading Window,Yes,2026-04-25,2026-04-21,Completed,0,DPT-012
ATR-002961,EMP-00918,ATT-COI,Conflict of Interest,Yes,2026-04-19,2026-04-08,Completed,0,DPT-021
ATR-002962,EMP-00918,ATT-COC,Code of Conduct Attestation,Yes,2025-12-03,2025-11-23,Completed,0,DPT-021
ATR-002963,EMP-00918,ATT-PRV,Privacy & Data Handling,Yes,2026-02-19,2026-02-16,Completed,0,DPT-021
ATR-002964,EMP-00918,ATT-INS,Insider Trading Window,Yes,2026-03-14,2026-03-07,Completed,0,DPT-021
ATR-002965,EMP-00919,ATT-COI,Conflict of Interest,Yes,2025-11-10,2025-11-08,Completed,0,DPT-001
ATR-002966,EMP-00919,ATT-COC,Code of Conduct Attestation,Yes,2025-06-30,2025-06-19,Completed,0,DPT-001
ATR-002967,EMP-00919,ATT-PRV,Privacy & Data Handling,Yes,2025-12-19,2025-12-02,Completed,0,DPT-001
ATR-002968,EMP-00919,ATT-INS,Insider Trading Window,Yes,2026-01-30,2026-01-20,Completed,0,DPT-001
ATR-002969,EMP-00920,ATT-COI,Conflict of Interest,Yes,2026-05-16,2026-05-13,Completed,0,DPT-026
ATR-002970,EMP-00920,ATT-COC,Code of Conduct Attestation,Yes,2025-11-16,2025-11-02,Completed,0,DPT-026
ATR-002971,EMP-00920,ATT-PRV,Privacy & Data Handling,Yes,2026-05-18,2026-04-28,Completed,0,DPT-026
ATR-002972,EMP-00920,ATT-INS,Insider Trading Window,Yes,2026-04-12,2026-04-05,Completed,0,DPT-026
ATR-002973,EMP-00922,ATT-COI,Conflict of Interest,Yes,2025-08-03,2025-07-22,Completed,0,DPT-026
ATR-002974,EMP-00922,ATT-COC,Code of Conduct Attestation,Yes,2026-01-23,2026-01-19,Completed,0,DPT-026
ATR-002975,EMP-00922,ATT-PRV,Privacy & Data Handling,Yes,2025-12-09,2025-12-02,Completed,0,DPT-026
ATR-002976,EMP-00922,ATT-INS,Insider Trading Window,Yes,2026-01-14,2025-12-30,Completed,0,DPT-026
ATR-002977,EMP-00923,ATT-COI,Conflict of Interest,Yes,2025-12-12,2025-12-11,Completed,0,DPT-008
ATR-002978,EMP-00923,ATT-COC,Code of Conduct Attestation,Yes,2025-08-23,2025-08-03,Completed,0,DPT-008
ATR-002979,EMP-00923,ATT-PRV,Privacy & Data Handling,Yes,2025-10-13,2025-10-04,Completed,0,DPT-008
ATR-002980,EMP-00923,ATT-INS,Insider Trading Window,Yes,2026-04-21,2026-04-04,Completed,0,DPT-008
ATR-002981,EMP-00924,ATT-COI,Conflict of Interest,Yes,2026-01-21,2026-01-02,Completed,0,DPT-013
ATR-002982,EMP-00924,ATT-COC,Code of Conduct Attestation,Yes,2026-04-03,2026-03-28,Completed,0,DPT-013
ATR-002983,EMP-00924,ATT-PRV,Privacy & Data Handling,Yes,2025-11-20,2025-11-05,Completed,0,DPT-013
ATR-002984,EMP-00924,ATT-INS,Insider Trading Window,Yes,2026-02-07,2026-01-20,Completed,0,DPT-013
ATR-002985,EMP-00925,ATT-COI,Conflict of Interest,Yes,2025-11-10,2025-10-23,Completed,0,DPT-001
ATR-002986,EMP-00925,ATT-COC,Code of Conduct Attestation,Yes,2026-04-12,2026-04-08,Completed,0,DPT-001
ATR-002987,EMP-00925,ATT-PRV,Privacy & Data Handling,Yes,2025-11-27,2025-11-11,Completed,0,DPT-001
ATR-002988,EMP-00925,ATT-INS,Insider Trading Window,Yes,2026-02-26,2026-02-23,Completed,0,DPT-001
ATR-002989,EMP-00926,ATT-COI,Conflict of Interest,Yes,2025-11-18,2025-11-02,Completed,0,DPT-013
ATR-002990,EMP-00926,ATT-COC,Code of Conduct Attestation,Yes,2025-11-08,2025-10-21,Completed,0,DPT-013
ATR-002991,EMP-00926,ATT-PRV,Privacy & Data Handling,Yes,2026-04-13,2026-03-30,Completed,0,DPT-013
ATR-002992,EMP-00926,ATT-INS,Insider Trading Window,Yes,2026-02-05,2026-02-02,Completed,0,DPT-013
ATR-002993,EMP-00927,ATT-COI,Conflict of Interest,Yes,2026-02-22,2026-02-16,Completed,0,DPT-004
ATR-002994,EMP-00927,ATT-COC,Code of Conduct Attestation,Yes,2025-11-13,2025-11-03,Completed,0,DPT-004
ATR-002995,EMP-00927,ATT-PRV,Privacy & Data Handling,Yes,2026-03-24,2026-03-06,Completed,0,DPT-004
ATR-002996,EMP-00927,ATT-INS,Insider Trading Window,Yes,2026-03-16,2026-03-05,Completed,0,DPT-004
ATR-002997,EMP-00929,ATT-COI,Conflict of Interest,Yes,2025-06-30,2025-07-15,Completed,0,DPT-012
ATR-002998,EMP-00929,ATT-COC,Code of Conduct Attestation,Yes,2026-04-10,2026-03-28,Completed,0,DPT-012
ATR-002999,EMP-00929,ATT-PRV,Privacy & Data Handling,Yes,2025-06-25,2025-07-13,Completed,0,DPT-012
ATR-003000,EMP-00929,ATT-INS,Insider Trading Window,Yes,2026-03-21,2026-03-18,Completed,0,DPT-012
ATR-003001,EMP-00930,ATT-COI,Conflict of Interest,Yes,2025-07-01,2025-06-22,Completed,0,DPT-020
ATR-003002,EMP-00930,ATT-COC,Code of Conduct Attestation,Yes,2026-03-12,2026-03-04,Completed,0,DPT-020
ATR-003003,EMP-00930,ATT-PRV,Privacy & Data Handling,Yes,2025-06-30,2025-06-22,Completed,0,DPT-020
ATR-003004,EMP-00930,ATT-INS,Insider Trading Window,Yes,2026-05-16,2026-05-03,Completed,0,DPT-020
ATR-003005,EMP-00931,ATT-COI,Conflict of Interest,Yes,2025-07-23,2025-07-22,Completed,0,DPT-001
ATR-003006,EMP-00931,ATT-COC,Code of Conduct Attestation,Yes,2026-03-30,2026-03-15,Completed,0,DPT-001
ATR-003007,EMP-00931,ATT-PRV,Privacy & Data Handling,Yes,2025-10-23,2025-10-10,Completed,0,DPT-001
ATR-003008,EMP-00931,ATT-INS,Insider Trading Window,Yes,2025-12-17,2025-11-28,Completed,0,DPT-001
ATR-003009,EMP-00932,ATT-COI,Conflict of Interest,Yes,2026-02-04,2026-03-28,Completed,0,DPT-020
ATR-003010,EMP-00932,ATT-COC,Code of Conduct Attestation,Yes,2026-03-18,2026-03-19,Completed,0,DPT-020
ATR-003011,EMP-00932,ATT-PRV,Privacy & Data Handling,Yes,2026-02-14,2026-03-25,Completed,0,DPT-020
ATR-003012,EMP-00932,ATT-INS,Insider Trading Window,Yes,2026-03-13,2026-03-30,Completed,0,DPT-020
ATR-003013,EMP-00933,ATT-COI,Conflict of Interest,Yes,2025-07-16,2025-07-15,Completed,0,DPT-023
ATR-003014,EMP-00933,ATT-COC,Code of Conduct Attestation,Yes,2025-11-26,2025-11-17,Completed,0,DPT-023
ATR-003015,EMP-00933,ATT-PRV,Privacy & Data Handling,Yes,2025-09-22,2025-09-13,Completed,0,DPT-023
ATR-003016,EMP-00933,ATT-INS,Insider Trading Window,Yes,2025-12-25,2025-12-23,Completed,0,DPT-023
ATR-003017,EMP-00934,ATT-COI,Conflict of Interest,Yes,2025-07-23,2025-07-06,Completed,0,DPT-017
ATR-003018,EMP-00934,ATT-COC,Code of Conduct Attestation,Yes,2026-03-12,2026-02-24,Completed,0,DPT-017
ATR-003019,EMP-00934,ATT-PRV,Privacy & Data Handling,Yes,2025-12-10,2025-11-23,Completed,0,DPT-017
ATR-003020,EMP-00934,ATT-INS,Insider Trading Window,Yes,2025-12-30,2025-12-24,Completed,0,DPT-017
ATR-003021,EMP-00935,ATT-COI,Conflict of Interest,Yes,2026-01-02,2025-12-23,Completed,0,DPT-020
ATR-003022,EMP-00935,ATT-COC,Code of Conduct Attestation,Yes,2026-01-06,2025-12-29,Completed,0,DPT-020
ATR-003023,EMP-00935,ATT-PRV,Privacy & Data Handling,Yes,2025-06-30,2025-06-22,Completed,0,DPT-020
ATR-003024,EMP-00935,ATT-INS,Insider Trading Window,Yes,2026-01-28,2026-01-18,Completed,0,DPT-020
ATR-003025,EMP-00936,ATT-COI,Conflict of Interest,Yes,2025-12-05,2025-11-29,Completed,0,DPT-003
ATR-003026,EMP-00936,ATT-COC,Code of Conduct Attestation,Yes,2025-12-06,2025-11-22,Completed,0,DPT-003
ATR-003027,EMP-00936,ATT-PRV,Privacy & Data Handling,Yes,2026-05-15,2026-04-29,Completed,0,DPT-003
ATR-003028,EMP-00936,ATT-INS,Insider Trading Window,Yes,2025-12-25,2025-12-09,Completed,0,DPT-003
ATR-003029,EMP-00937,ATT-COI,Conflict of Interest,Yes,2025-06-03,2025-06-01,Completed,0,DPT-003
ATR-003030,EMP-00937,ATT-COC,Code of Conduct Attestation,Yes,2025-11-04,2025-10-21,Completed,0,DPT-003
ATR-003031,EMP-00937,ATT-PRV,Privacy & Data Handling,Yes,2025-09-24,2025-09-08,Completed,0,DPT-003
ATR-003032,EMP-00937,ATT-INS,Insider Trading Window,Yes,2026-04-21,2026-04-12,Completed,0,DPT-003
ATR-003033,EMP-00940,ATT-COI,Conflict of Interest,Yes,2025-12-15,2025-12-05,Completed,0,DPT-004
ATR-003034,EMP-00940,ATT-COC,Code of Conduct Attestation,Yes,2025-12-08,2025-11-25,Completed,0,DPT-004
ATR-003035,EMP-00940,ATT-PRV,Privacy & Data Handling,Yes,2026-03-28,2026-03-11,Completed,0,DPT-004
ATR-003036,EMP-00940,ATT-INS,Insider Trading Window,Yes,2026-02-11,2026-01-24,Completed,0,DPT-004
ATR-003037,EMP-00941,ATT-COI,Conflict of Interest,Yes,2025-09-02,2025-08-29,Completed,0,DPT-001
ATR-003038,EMP-00941,ATT-COC,Code of Conduct Attestation,Yes,2025-07-05,2025-06-23,Completed,0,DPT-001
ATR-003039,EMP-00941,ATT-PRV,Privacy & Data Handling,Yes,2025-08-20,2025-08-14,Completed,0,DPT-001
ATR-003040,EMP-00941,ATT-INS,Insider Trading Window,Yes,2026-05-06,2026-05-04,Completed,0,DPT-001
ATR-003041,EMP-00942,ATT-COI,Conflict of Interest,Yes,2025-12-18,2025-12-12,Completed,0,DPT-012
ATR-003042,EMP-00942,ATT-COC,Code of Conduct Attestation,Yes,2025-11-29,2025-11-16,Completed,0,DPT-012
ATR-003043,EMP-00942,ATT-PRV,Privacy & Data Handling,Yes,2025-11-17,2025-11-07,Completed,0,DPT-012
ATR-003044,EMP-00942,ATT-INS,Insider Trading Window,Yes,2026-03-21,2026-03-17,Completed,0,DPT-012
ATR-003045,EMP-00943,ATT-COI,Conflict of Interest,Yes,2026-05-19,2026-05-18,Completed,0,DPT-010
ATR-003046,EMP-00943,ATT-COC,Code of Conduct Attestation,Yes,2025-10-13,2026-05-10,Completed,0,DPT-010
ATR-003047,EMP-00943,ATT-PRV,Privacy & Data Handling,Yes,2026-02-21,2026-05-01,Completed,0,DPT-010
ATR-003048,EMP-00943,ATT-INS,Insider Trading Window,Yes,2026-04-02,2026-04-30,Completed,0,DPT-010
ATR-003049,EMP-00944,ATT-COI,Conflict of Interest,Yes,2025-06-06,2025-05-20,Completed,0,DPT-007
ATR-003050,EMP-00944,ATT-COC,Code of Conduct Attestation,Yes,2025-07-02,2025-06-16,Completed,0,DPT-007
ATR-003051,EMP-00944,ATT-PRV,Privacy & Data Handling,Yes,2026-05-08,2026-05-07,Completed,0,DPT-007
ATR-003052,EMP-00944,ATT-INS,Insider Trading Window,Yes,2026-03-15,2026-02-27,Completed,0,DPT-007
